video_name,signer,class,label,split,view,landmarks_path,landmarks_177_path,frames,features_per_frame
s0019_f_w001590,s0019,Hello,18,test,front,landmarks/s0019/Hello/s0019_f_w001590/landmarks.npy,landmarks/s0019/Hello/s0019_f_w001590/landmarks_177.npy,150,177
s0020_f_w001590,s0020,Hello,18,test,front,landmarks/s0020/Hello/s0020_f_w001590/landmarks.npy,landmarks/s0020/Hello/s0020_f_w001590/landmarks_177.npy,150,177
s0004_f_w000056,s0004,Help [VEB],19,test,front,landmarks/s0004/Help [VEB]/s0004_f_w000056/landmarks.npy,landmarks/s0004/Help [VEB]/s0004_f_w000056/landmarks_177.npy,120,177
s0006_f_w000056,s0006,Help [VEB],19,test,front,landmarks/s0006/Help [VEB]/s0006_f_w000056/landmarks.npy,landmarks/s0006/Help [VEB]/s0006_f_w000056/landmarks_177.npy,180,177
s0010_f_w000056,s0010,Help [VEB],19,test,front,landmarks/s0010/Help [VEB]/s0010_f_w000056/landmarks.npy,landmarks/s0010/Help [VEB]/s0010_f_w000056/landmarks_177.npy,180,177
s0014_f_w000056,s0014,Help [VEB],19,test,front,landmarks/s0014/Help [VEB]/s0014_f_w000056/landmarks.npy,landmarks/s0014/Help [VEB]/s0014_f_w000056/landmarks_177.npy,180,177
s0016_f_w000056,s0016,Help [VEB],19,test,front,landmarks/s0016/Help [VEB]/s0016_f_w000056/landmarks.npy,landmarks/s0016/Help [VEB]/s0016_f_w000056/landmarks_177.npy,180,177
s0017_f_w000056,s0017,Help [VEB],19,test,front,landmarks/s0017/Help [VEB]/s0017_f_w000056/landmarks.npy,landmarks/s0017/Help [VEB]/s0017_f_w000056/landmarks_177.npy,150,177
s0019_f_w000056,s0019,Help [VEB],19,test,front,landmarks/s0019/Help [VEB]/s0019_f_w000056/landmarks.npy,landmarks/s0019/Help [VEB]/s0019_f_w000056/landmarks_177.npy,150,177
s0020_f_w000056,s0020,Help [VEB],19,test,front,landmarks/s0020/Help [VEB]/s0020_f_w000056/landmarks.npy,landmarks/s0020/Help [VEB]/s0020_f_w000056/landmarks_177.npy,150,177
s0004_f_w001638,s0004,Home/House,20,test,front,landmarks/s0004/Home_House/s0004_f_w001638/landmarks.npy,landmarks/s0004/Home_House/s0004_f_w001638/landmarks_177.npy,150,177
s0006_f_w001638,s0006,Home/House,20,test,front,landmarks/s0006/Home_House/s0006_f_w001638/landmarks.npy,landmarks/s0006/Home_House/s0006_f_w001638/landmarks_177.npy,180,177
s0010_f_w001638,s0010,Home/House,20,test,front,landmarks/s0010/Home_House/s0010_f_w001638/landmarks.npy,landmarks/s0010/Home_House/s0010_f_w001638/landmarks_177.npy,150,177
s0014_f_w001638,s0014,Home/House,20,test,front,landmarks/s0014/Home_House/s0014_f_w001638/landmarks.npy,landmarks/s0014/Home_House/s0014_f_w001638/landmarks_177.npy,120,177
s0016_f_w001638,s0016,Home/House,20,test,front,landmarks/s0016/Home_House/s0016_f_w001638/landmarks.npy,landmarks/s0016/Home_House/s0016_f_w001638/landmarks_177.npy,150,177
s0017_f_w001638,s0017,Home/House,20,test,front,landmarks/s0017/Home_House/s0017_f_w001638/landmarks.npy,landmarks/s0017/Home_House/s0017_f_w001638/landmarks_177.npy,120,177
s0019_f_w001638,s0019,Home/House,20,test,front,landmarks/s0019/Home_House/s0019_f_w001638/landmarks.npy,landmarks/s0019/Home_House/s0019_f_w001638/landmarks_177.npy,150,177
s0020_f_w001638,s0020,Home/House,20,test,front,landmarks/s0020/Home_House/s0020_f_w001638/landmarks.npy,landmarks/s0020/Home_House/s0020_f_w001638/landmarks_177.npy,210,177
s0004_f_w000668,s0004,Hospital,21,test,front,landmarks/s0004/Hospital/s0004_f_w000668/landmarks.npy,landmarks/s0004/Hospital/s0004_f_w000668/landmarks_177.npy,240,177
s0006_f_w000668,s0006,Hospital,21,test,front,landmarks/s0006/Hospital/s0006_f_w000668/landmarks.npy,landmarks/s0006/Hospital/s0006_f_w000668/landmarks_177.npy,210,177
s0010_f_w000668,s0010,Hospital,21,test,front,landmarks/s0010/Hospital/s0010_f_w000668/landmarks.npy,landmarks/s0010/Hospital/s0010_f_w000668/landmarks_177.npy,210,177
s0014_f_w000668,s0014,Hospital,21,test,front,landmarks/s0014/Hospital/s0014_f_w000668/landmarks.npy,landmarks/s0014/Hospital/s0014_f_w000668/landmarks_177.npy,210,177
s0016_f_w000668,s0016,Hospital,21,test,front,landmarks/s0016/Hospital/s0016_f_w000668/landmarks.npy,landmarks/s0016/Hospital/s0016_f_w000668/landmarks_177.npy,210,177
s0017_f_w000668,s0017,Hospital,21,test,front,landmarks/s0017/Hospital/s0017_f_w000668/landmarks.npy,landmarks/s0017/Hospital/s0017_f_w000668/landmarks_177.npy,180,177
s0019_f_w000668,s0019,Hospital,21,test,front,landmarks/s0019/Hospital/s0019_f_w000668/landmarks.npy,landmarks/s0019/Hospital/s0019_f_w000668/landmarks_177.npy,210,177
s0020_f_w000668,s0020,Hospital,21,test,front,landmarks/s0020/Hospital/s0020_f_w000668/landmarks.npy,landmarks/s0020/Hospital/s0020_f_w000668/landmarks_177.npy,240,177
s0004_f_w001036,s0004,How,22,test,front,landmarks/s0004/How/s0004_f_w001036/landmarks.npy,landmarks/s0004/How/s0004_f_w001036/landmarks_177.npy,150,177
s0006_f_w001036,s0006,How,22,test,front,landmarks/s0006/How/s0006_f_w001036/landmarks.npy,landmarks/s0006/How/s0006_f_w001036/landmarks_177.npy,180,177
s0010_f_w001036,s0010,How,22,test,front,landmarks/s0010/How/s0010_f_w001036/landmarks.npy,landmarks/s0010/How/s0010_f_w001036/landmarks_177.npy,180,177
s0014_f_w001036,s0014,How,22,test,front,landmarks/s0014/How/s0014_f_w001036/landmarks.npy,landmarks/s0014/How/s0014_f_w001036/landmarks_177.npy,150,177
s0016_f_w001036,s0016,How,22,test,front,landmarks/s0016/How/s0016_f_w001036/landmarks.npy,landmarks/s0016/How/s0016_f_w001036/landmarks_177.npy,150,177
s0017_f_w001036,s0017,How,22,test,front,landmarks/s0017/How/s0017_f_w001036/landmarks.npy,landmarks/s0017/How/s0017_f_w001036/landmarks_177.npy,120,177
s0019_f_w001036,s0019,How,22,test,front,landmarks/s0019/How/s0019_f_w001036/landmarks.npy,landmarks/s0019/How/s0019_f_w001036/landmarks_177.npy,150,177
s0020_f_w001036,s0020,How,22,test,front,landmarks/s0020/How/s0020_f_w001036/landmarks.npy,landmarks/s0020/How/s0020_f_w001036/landmarks_177.npy,120,177
s0004_f_w001643,s0004,Left (Side)/Left (Hand),23,test,front,landmarks/s0004/Left (Side)_Left (Hand)/s0004_f_w001643/landmarks.npy,landmarks/s0004/Left (Side)_Left (Hand)/s0004_f_w001643/landmarks_177.npy,150,177
s0006_f_w001643,s0006,Left (Side)/Left (Hand),23,test,front,landmarks/s0006/Left (Side)_Left (Hand)/s0006_f_w001643/landmarks.npy,landmarks/s0006/Left (Side)_Left (Hand)/s0006_f_w001643/landmarks_177.npy,180,177
s0010_f_w001643,s0010,Left (Side)/Left (Hand),23,test,front,landmarks/s0010/Left (Side)_Left (Hand)/s0010_f_w001643/landmarks.npy,landmarks/s0010/Left (Side)_Left (Hand)/s0010_f_w001643/landmarks_177.npy,180,177
s0014_f_w001643,s0014,Left (Side)/Left (Hand),23,test,front,landmarks/s0014/Left (Side)_Left (Hand)/s0014_f_w001643/landmarks.npy,landmarks/s0014/Left (Side)_Left (Hand)/s0014_f_w001643/landmarks_177.npy,180,177
s0016_f_w001643,s0016,Left (Side)/Left (Hand),23,test,front,landmarks/s0016/Left (Side)_Left (Hand)/s0016_f_w001643/landmarks.npy,landmarks/s0016/Left (Side)_Left (Hand)/s0016_f_w001643/landmarks_177.npy,150,177
s0017_f_w001643,s0017,Left (Side)/Left (Hand),23,test,front,landmarks/s0017/Left (Side)_Left (Hand)/s0017_f_w001643/landmarks.npy,landmarks/s0017/Left (Side)_Left (Hand)/s0017_f_w001643/landmarks_177.npy,120,177
s0019_f_w001643,s0019,Left (Side)/Left (Hand),23,test,front,landmarks/s0019/Left (Side)_Left (Hand)/s0019_f_w001643/landmarks.npy,landmarks/s0019/Left (Side)_Left (Hand)/s0019_f_w001643/landmarks_177.npy,150,177
s0020_f_w001643,s0020,Left (Side)/Left (Hand),23,test,front,landmarks/s0020/Left (Side)_Left (Hand)/s0020_f_w001643/landmarks.npy,landmarks/s0020/Left (Side)_Left (Hand)/s0020_f_w001643/landmarks_177.npy,150,177
s0004_f_w000392,s0004,Money,24,test,front,landmarks/s0004/Money/s0004_f_w000392/landmarks.npy,landmarks/s0004/Money/s0004_f_w000392/landmarks_177.npy,120,177
s0006_f_w000392,s0006,Money,24,test,front,landmarks/s0006/Money/s0006_f_w000392/landmarks.npy,landmarks/s0006/Money/s0006_f_w000392/landmarks_177.npy,180,177
s0010_f_w000392,s0010,Money,24,test,front,landmarks/s0010/Money/s0010_f_w000392/landmarks.npy,landmarks/s0010/Money/s0010_f_w000392/landmarks_177.npy,180,177
s0014_f_w000392,s0014,Money,24,test,front,landmarks/s0014/Money/s0014_f_w000392/landmarks.npy,landmarks/s0014/Money/s0014_f_w000392/landmarks_177.npy,150,177
s0016_f_w000392,s0016,Money,24,test,front,landmarks/s0016/Money/s0016_f_w000392/landmarks.npy,landmarks/s0016/Money/s0016_f_w000392/landmarks_177.npy,150,177
s0017_f_w000392,s0017,Money,24,test,front,landmarks/s0017/Money/s0017_f_w000392/landmarks.npy,landmarks/s0017/Money/s0017_f_w000392/landmarks_177.npy,120,177
s0019_f_w000392,s0019,Money,24,test,front,landmarks/s0019/Money/s0019_f_w000392/landmarks.npy,landmarks/s0019/Money/s0019_f_w000392/landmarks_177.npy,150,177
s0020_f_w000392,s0020,Money,24,test,front,landmarks/s0020/Money/s0020_f_w000392/landmarks.npy,landmarks/s0020/Money/s0020_f_w000392/landmarks_177.npy,180,177
s0004_f_w000362,s0004,Morning,25,test,front,landmarks/s0004/Morning/s0004_f_w000362/landmarks.npy,landmarks/s0004/Morning/s0004_f_w000362/landmarks_177.npy,180,177
s0006_f_w000362,s0006,Morning,25,test,front,landmarks/s0006/Morning/s0006_f_w000362/landmarks.npy,landmarks/s0006/Morning/s0006_f_w000362/landmarks_177.npy,180,177
s0010_f_w000362,s0010,Morning,25,test,front,landmarks/s0010/Morning/s0010_f_w000362/landmarks.npy,landmarks/s0010/Morning/s0010_f_w000362/landmarks_177.npy,180,177
s0014_f_w000362,s0014,Morning,25,test,front,landmarks/s0014/Morning/s0014_f_w000362/landmarks.npy,landmarks/s0014/Morning/s0014_f_w000362/landmarks_177.npy,150,177
s0016_f_w000362,s0016,Morning,25,test,front,landmarks/s0016/Morning/s0016_f_w000362/landmarks.npy,landmarks/s0016/Morning/s0016_f_w000362/landmarks_177.npy,150,177
s0017_f_w000362,s0017,Morning,25,test,front,landmarks/s0017/Morning/s0017_f_w000362/landmarks.npy,landmarks/s0017/Morning/s0017_f_w000362/landmarks_177.npy,150,177
s0019_f_w000362,s0019,Morning,25,test,front,landmarks/s0019/Morning/s0019_f_w000362/landmarks.npy,landmarks/s0019/Morning/s0019_f_w000362/landmarks_177.npy,150,177
s0020_f_w000362,s0020,Morning,25,test,front,landmarks/s0020/Morning/s0020_f_w000362/landmarks.npy,landmarks/s0020/Morning/s0020_f_w000362/landmarks_177.npy,150,177
s0004_f_w000023,s0004,Mother,26,test,front,landmarks/s0004/Mother/s0004_f_w000023/landmarks.npy,landmarks/s0004/Mother/s0004_f_w000023/landmarks_177.npy,120,177
s0006_f_w000023,s0006,Mother,26,test,front,landmarks/s0006/Mother/s0006_f_w000023/landmarks.npy,landmarks/s0006/Mother/s0006_f_w000023/landmarks_177.npy,180,177
s0010_f_w000023,s0010,Mother,26,test,front,landmarks/s0010/Mother/s0010_f_w000023/landmarks.npy,landmarks/s0010/Mother/s0010_f_w000023/landmarks_177.npy,180,177
s0014_f_w000023,s0014,Mother,26,test,front,landmarks/s0014/Mother/s0014_f_w000023/landmarks.npy,landmarks/s0014/Mother/s0014_f_w000023/landmarks_177.npy,180,177
s0016_f_w000023,s0016,Mother,26,test,front,landmarks/s0016/Mother/s0016_f_w000023/landmarks.npy,landmarks/s0016/Mother/s0016_f_w000023/landmarks_177.npy,180,177
s0017_f_w000023,s0017,Mother,26,test,front,landmarks/s0017/Mother/s0017_f_w000023/landmarks.npy,landmarks/s0017/Mother/s0017_f_w000023/landmarks_177.npy,150,177
s0019_f_w000023,s0019,Mother,26,test,front,landmarks/s0019/Mother/s0019_f_w000023/landmarks.npy,landmarks/s0019/Mother/s0019_f_w000023/landmarks_177.npy,150,177
s0020_f_w000023,s0020,Mother,26,test,front,landmarks/s0020/Mother/s0020_f_w000023/landmarks.npy,landmarks/s0020/Mother/s0020_f_w000023/landmarks_177.npy,150,177
s0004_f_w001025,s0004,Near,27,test,front,landmarks/s0004/Near/s0004_f_w001025/landmarks.npy,landmarks/s0004/Near/s0004_f_w001025/landmarks_177.npy,150,177
s0006_f_w001025,s0006,Near,27,test,front,landmarks/s0006/Near/s0006_f_w001025/landmarks.npy,landmarks/s0006/Near/s0006_f_w001025/landmarks_177.npy,180,177
s0010_f_w001025,s0010,Near,27,test,front,landmarks/s0010/Near/s0010_f_w001025/landmarks.npy,landmarks/s0010/Near/s0010_f_w001025/landmarks_177.npy,210,177
s0014_f_w001025,s0014,Near,27,test,front,landmarks/s0014/Near/s0014_f_w001025/landmarks.npy,landmarks/s0014/Near/s0014_f_w001025/landmarks_177.npy,180,177
s0016_f_w001025,s0016,Near,27,test,front,landmarks/s0016/Near/s0016_f_w001025/landmarks.npy,landmarks/s0016/Near/s0016_f_w001025/landmarks_177.npy,150,177
s0017_f_w001025,s0017,Near,27,test,front,landmarks/s0017/Near/s0017_f_w001025/landmarks.npy,landmarks/s0017/Near/s0017_f_w001025/landmarks_177.npy,150,177
s0019_f_w001025,s0019,Near,27,test,front,landmarks/s0019/Near/s0019_f_w001025/landmarks.npy,landmarks/s0019/Near/s0019_f_w001025/landmarks_177.npy,180,177
s0020_f_w001025,s0020,Near,27,test,front,landmarks/s0020/Near/s0020_f_w001025/landmarks.npy,landmarks/s0020/Near/s0020_f_w001025/landmarks_177.npy,180,177
s0004_f_w000365,s0004,Night,28,test,front,landmarks/s0004/Night/s0004_f_w000365/landmarks.npy,landmarks/s0004/Night/s0004_f_w000365/landmarks_177.npy,180,177
s0006_f_w000365,s0006,Night,28,test,front,landmarks/s0006/Night/s0006_f_w000365/landmarks.npy,landmarks/s0006/Night/s0006_f_w000365/landmarks_177.npy,150,177
s0010_f_w000365,s0010,Night,28,test,front,landmarks/s0010/Night/s0010_f_w000365/landmarks.npy,landmarks/s0010/Night/s0010_f_w000365/landmarks_177.npy,150,177
s0014_f_w000365,s0014,Night,28,test,front,landmarks/s0014/Night/s0014_f_w000365/landmarks.npy,landmarks/s0014/Night/s0014_f_w000365/landmarks_177.npy,180,177
s0016_f_w000365,s0016,Night,28,test,front,landmarks/s0016/Night/s0016_f_w000365/landmarks.npy,landmarks/s0016/Night/s0016_f_w000365/landmarks_177.npy,150,177
s0017_f_w000365,s0017,Night,28,test,front,landmarks/s0017/Night/s0017_f_w000365/landmarks.npy,landmarks/s0017/Night/s0017_f_w000365/landmarks_177.npy,120,177
s0019_f_w000365,s0019,Night,28,test,front,landmarks/s0019/Night/s0019_f_w000365/landmarks.npy,landmarks/s0019/Night/s0019_f_w000365/landmarks_177.npy,180,177
s0020_f_w000365,s0020,Night,28,test,front,landmarks/s0020/Night/s0020_f_w000365/landmarks.npy,landmarks/s0020/Night/s0020_f_w000365/landmarks_177.npy,150,177
s0004_f_w001577,s0004,No,29,test,front,landmarks/s0004/No/s0004_f_w001577/landmarks.npy,landmarks/s0004/No/s0004_f_w001577/landmarks_177.npy,180,177
s0006_f_w001577,s0006,No,29,test,front,landmarks/s0006/No/s0006_f_w001577/landmarks.npy,landmarks/s0006/No/s0006_f_w001577/landmarks_177.npy,150,177
s0010_f_w001577,s0010,No,29,test,front,landmarks/s0010/No/s0010_f_w001577/landmarks.npy,landmarks/s0010/No/s0010_f_w001577/landmarks_177.npy,150,177
s0014_f_w001577,s0014,No,29,test,front,landmarks/s0014/No/s0014_f_w001577/landmarks.npy,landmarks/s0014/No/s0014_f_w001577/landmarks_177.npy,150,177
s0016_f_w001577,s0016,No,29,test,front,landmarks/s0016/No/s0016_f_w001577/landmarks.npy,landmarks/s0016/No/s0016_f_w001577/landmarks_177.npy,120,177
s0017_f_w001577,s0017,No,29,test,front,landmarks/s0017/No/s0017_f_w001577/landmarks.npy,landmarks/s0017/No/s0017_f_w001577/landmarks_177.npy,120,177
s0019_f_w001577,s0019,No,29,test,front,landmarks/s0019/No/s0019_f_w001577/landmarks.npy,landmarks/s0019/No/s0019_f_w001577/landmarks_177.npy,150,177
s0020_f_w001577,s0020,No,29,test,front,landmarks/s0020/No/s0020_f_w001577/landmarks.npy,landmarks/s0020/No/s0020_f_w001577/landmarks_177.npy,120,177
s0004_f_w001796,s0004,Now,30,test,front,landmarks/s0004/Now/s0004_f_w001796/landmarks.npy,landmarks/s0004/Now/s0004_f_w001796/landmarks_177.npy,120,177
s0006_f_w001796,s0006,Now,30,test,front,landmarks/s0006/Now/s0006_f_w001796/landmarks.npy,landmarks/s0006/Now/s0006_f_w001796/landmarks_177.npy,150,177
s0010_f_w001796,s0010,Now,30,test,front,landmarks/s0010/Now/s0010_f_w001796/landmarks.npy,landmarks/s0010/Now/s0010_f_w001796/landmarks_177.npy,150,177
s0014_f_w001796,s0014,Now,30,test,front,landmarks/s0014/Now/s0014_f_w001796/landmarks.npy,landmarks/s0014/Now/s0014_f_w001796/landmarks_177.npy,120,177
s0016_f_w001796,s0016,Now,30,test,front,landmarks/s0016/Now/s0016_f_w001796/landmarks.npy,landmarks/s0016/Now/s0016_f_w001796/landmarks_177.npy,120,177
s0017_f_w001796,s0017,Now,30,test,front,landmarks/s0017/Now/s0017_f_w001796/landmarks.npy,landmarks/s0017/Now/s0017_f_w001796/landmarks_177.npy,120,177
s0019_f_w001796,s0019,Now,30,test,front,landmarks/s0019/Now/s0019_f_w001796/landmarks.npy,landmarks/s0019/Now/s0019_f_w001796/landmarks_177.npy,120,177
s0020_f_w001796,s0020,Now,30,test,front,landmarks/s0020/Now/s0020_f_w001796/landmarks.npy,landmarks/s0020/Now/s0020_f_w001796/landmarks_177.npy,150,177
s0004_f_w000672,s0004,Office,31,test,front,landmarks/s0004/Office/s0004_f_w000672/landmarks.npy,landmarks/s0004/Office/s0004_f_w000672/landmarks_177.npy,210,177
s0006_f_w000672,s0006,Office,31,test,front,landmarks/s0006/Office/s0006_f_w000672/landmarks.npy,landmarks/s0006/Office/s0006_f_w000672/landmarks_177.npy,210,177
s0010_f_w000672,s0010,Office,31,test,front,landmarks/s0010/Office/s0010_f_w000672/landmarks.npy,landmarks/s0010/Office/s0010_f_w000672/landmarks_177.npy,210,177
s0014_f_w000672,s0014,Office,31,test,front,landmarks/s0014/Office/s0014_f_w000672/landmarks.npy,landmarks/s0014/Office/s0014_f_w000672/landmarks_177.npy,210,177
s0016_f_w000672,s0016,Office,31,test,front,landmarks/s0016/Office/s0016_f_w000672/landmarks.npy,landmarks/s0016/Office/s0016_f_w000672/landmarks_177.npy,180,177
s0017_f_w000672,s0017,Office,31,test,front,landmarks/s0017/Office/s0017_f_w000672/landmarks.npy,landmarks/s0017/Office/s0017_f_w000672/landmarks_177.npy,180,177
s0019_f_w000672,s0019,Office,31,test,front,landmarks/s0019/Office/s0019_f_w000672/landmarks.npy,landmarks/s0019/Office/s0019_f_w000672/landmarks_177.npy,180,177
s0020_f_w000672,s0020,Office,31,test,front,landmarks/s0020/Office/s0020_f_w000672/landmarks.npy,landmarks/s0020/Office/s0020_f_w000672/landmarks_177.npy,210,177
s0004_f_w001486,s0004,Please,32,test,front,landmarks/s0004/Please/s0004_f_w001486/landmarks.npy,landmarks/s0004/Please/s0004_f_w001486/landmarks_177.npy,120,177
s0006_f_w001486,s0006,Please,32,test,front,landmarks/s0006/Please/s0006_f_w001486/landmarks.npy,landmarks/s0006/Please/s0006_f_w001486/landmarks_177.npy,150,177
s0010_f_w001486,s0010,Please,32,test,front,landmarks/s0010/Please/s0010_f_w001486/landmarks.npy,landmarks/s0010/Please/s0010_f_w001486/landmarks_177.npy,240,177
s0014_f_w001486,s0014,Please,32,test,front,landmarks/s0014/Please/s0014_f_w001486/landmarks.npy,landmarks/s0014/Please/s0014_f_w001486/landmarks_177.npy,180,177
s0016_f_w001486,s0016,Please,32,test,front,landmarks/s0016/Please/s0016_f_w001486/landmarks.npy,landmarks/s0016/Please/s0016_f_w001486/landmarks_177.npy,150,177
s0017_f_w001486,s0017,Please,32,test,front,landmarks/s0017/Please/s0017_f_w001486/landmarks.npy,landmarks/s0017/Please/s0017_f_w001486/landmarks_177.npy,120,177
s0019_f_w001486,s0019,Please,32,test,front,landmarks/s0019/Please/s0019_f_w001486/landmarks.npy,landmarks/s0019/Please/s0019_f_w001486/landmarks_177.npy,150,177
s0020_f_w001486,s0020,Please,32,test,front,landmarks/s0020/Please/s0020_f_w001486/landmarks.npy,landmarks/s0020/Please/s0020_f_w001486/landmarks_177.npy,180,177
s0004_f_w000070,s0004,Right,33,test,front,landmarks/s0004/Right/s0004_f_w000070/landmarks.npy,landmarks/s0004/Right/s0004_f_w000070/landmarks_177.npy,150,177
s0006_f_w000070,s0006,Right,33,test,front,landmarks/s0006/Right/s0006_f_w000070/landmarks.npy,landmarks/s0006/Right/s0006_f_w000070/landmarks_177.npy,180,177
s0010_f_w000070,s0010,Right,33,test,front,landmarks/s0010/Right/s0010_f_w000070/landmarks.npy,landmarks/s0010/Right/s0010_f_w000070/landmarks_177.npy,180,177
s0014_f_w000070,s0014,Right,33,test,front,landmarks/s0014/Right/s0014_f_w000070/landmarks.npy,landmarks/s0014/Right/s0014_f_w000070/landmarks_177.npy,180,177
s0016_f_w000070,s0016,Right,33,test,front,landmarks/s0016/Right/s0016_f_w000070/landmarks.npy,landmarks/s0016/Right/s0016_f_w000070/landmarks_177.npy,150,177
s0017_f_w000070,s0017,Right,33,test,front,landmarks/s0017/Right/s0017_f_w000070/landmarks.npy,landmarks/s0017/Right/s0017_f_w000070/landmarks_177.npy,120,177
s0019_f_w000070,s0019,Right,33,test,front,landmarks/s0019/Right/s0019_f_w000070/landmarks.npy,landmarks/s0019/Right/s0019_f_w000070/landmarks_177.npy,120,177
s0020_f_w000070,s0020,Right,33,test,front,landmarks/s0020/Right/s0020_f_w000070/landmarks.npy,landmarks/s0020/Right/s0020_f_w000070/landmarks_177.npy,120,177
s0004_f_w001415,s0004,Sad,34,test,front,landmarks/s0004/Sad/s0004_f_w001415/landmarks.npy,landmarks/s0004/Sad/s0004_f_w001415/landmarks_177.npy,120,177
s0006_f_w001415,s0006,Sad,34,test,front,landmarks/s0006/Sad/s0006_f_w001415/landmarks.npy,landmarks/s0006/Sad/s0006_f_w001415/landmarks_177.npy,150,177
s0010_f_w001415,s0010,Sad,34,test,front,landmarks/s0010/Sad/s0010_f_w001415/landmarks.npy,landmarks/s0010/Sad/s0010_f_w001415/landmarks_177.npy,180,177
s0014_f_w001415,s0014,Sad,34,test,front,landmarks/s0014/Sad/s0014_f_w001415/landmarks.npy,landmarks/s0014/Sad/s0014_f_w001415/landmarks_177.npy,150,177
s0016_f_w001415,s0016,Sad,34,test,front,landmarks/s0016/Sad/s0016_f_w001415/landmarks.npy,landmarks/s0016/Sad/s0016_f_w001415/landmarks_177.npy,150,177
s0017_f_w001415,s0017,Sad,34,test,front,landmarks/s0017/Sad/s0017_f_w001415/landmarks.npy,landmarks/s0017/Sad/s0017_f_w001415/landmarks_177.npy,120,177
s0019_f_w001415,s0019,Sad,34,test,front,landmarks/s0019/Sad/s0019_f_w001415/landmarks.npy,landmarks/s0019/Sad/s0019_f_w001415/landmarks_177.npy,180,177
s0020_f_w001415,s0020,Sad,34,test,front,landmarks/s0020/Sad/s0020_f_w001415/landmarks.npy,landmarks/s0020/Sad/s0020_f_w001415/landmarks_177.npy,150,177
s0004_f_w000421,s0004,School,35,test,front,landmarks/s0004/School/s0004_f_w000421/landmarks.npy,landmarks/s0004/School/s0004_f_w000421/landmarks_177.npy,210,177
s0006_f_w000421,s0006,School,35,test,front,landmarks/s0006/School/s0006_f_w000421/landmarks.npy,landmarks/s0006/School/s0006_f_w000421/landmarks_177.npy,180,177
s0010_f_w000421,s0010,School,35,test,front,landmarks/s0010/School/s0010_f_w000421/landmarks.npy,landmarks/s0010/School/s0010_f_w000421/landmarks_177.npy,240,177
s0014_f_w000421,s0014,School,35,test,front,landmarks/s0014/School/s0014_f_w000421/landmarks.npy,landmarks/s0014/School/s0014_f_w000421/landmarks_177.npy,180,177
s0016_f_w000421,s0016,School,35,test,front,landmarks/s0016/School/s0016_f_w000421/landmarks.npy,landmarks/s0016/School/s0016_f_w000421/landmarks_177.npy,180,177
s0017_f_w000421,s0017,School,35,test,front,landmarks/s0017/School/s0017_f_w000421/landmarks.npy,landmarks/s0017/School/s0017_f_w000421/landmarks_177.npy,180,177
s0019_f_w000421,s0019,School,35,test,front,landmarks/s0019/School/s0019_f_w000421/landmarks.npy,landmarks/s0019/School/s0019_f_w000421/landmarks_177.npy,180,177
s0020_f_w000421,s0020,School,35,test,front,landmarks/s0020/School/s0020_f_w000421/landmarks.npy,landmarks/s0020/School/s0020_f_w000421/landmarks_177.npy,180,177
s0004_f_w000677,s0004,Shop,36,test,front,landmarks/s0004/Shop/s0004_f_w000677/landmarks.npy,landmarks/s0004/Shop/s0004_f_w000677/landmarks_177.npy,210,177
s0006_f_w000677,s0006,Shop,36,test,front,landmarks/s0006/Shop/s0006_f_w000677/landmarks.npy,landmarks/s0006/Shop/s0006_f_w000677/landmarks_177.npy,210,177
s0010_f_w000677,s0010,Shop,36,test,front,landmarks/s0010/Shop/s0010_f_w000677/landmarks.npy,landmarks/s0010/Shop/s0010_f_w000677/landmarks_177.npy,240,177
s0014_f_w000677,s0014,Shop,36,test,front,landmarks/s0014/Shop/s0014_f_w000677/landmarks.npy,landmarks/s0014/Shop/s0014_f_w000677/landmarks_177.npy,210,177
s0016_f_w000677,s0016,Shop,36,test,front,landmarks/s0016/Shop/s0016_f_w000677/landmarks.npy,landmarks/s0016/Shop/s0016_f_w000677/landmarks_177.npy,180,177
s0017_f_w000677,s0017,Shop,36,test,front,landmarks/s0017/Shop/s0017_f_w000677/landmarks.npy,landmarks/s0017/Shop/s0017_f_w000677/landmarks_177.npy,180,177
s0019_f_w000677,s0019,Shop,36,test,front,landmarks/s0019/Shop/s0019_f_w000677/landmarks.npy,landmarks/s0019/Shop/s0019_f_w000677/landmarks_177.npy,210,177
s0020_f_w000677,s0020,Shop,36,test,front,landmarks/s0020/Shop/s0020_f_w000677/landmarks.npy,landmarks/s0020/Shop/s0020_f_w000677/landmarks_177.npy,210,177
s0004_f_w000032,s0004,Sister,37,test,front,landmarks/s0004/Sister/s0004_f_w000032/landmarks.npy,landmarks/s0004/Sister/s0004_f_w000032/landmarks_177.npy,150,177
s0006_f_w000032,s0006,Sister,37,test,front,landmarks/s0006/Sister/s0006_f_w000032/landmarks.npy,landmarks/s0006/Sister/s0006_f_w000032/landmarks_177.npy,210,177
s0010_f_w000032,s0010,Sister,37,test,front,landmarks/s0010/Sister/s0010_f_w000032/landmarks.npy,landmarks/s0010/Sister/s0010_f_w000032/landmarks_177.npy,180,177
s0014_f_w000032,s0014,Sister,37,test,front,landmarks/s0014/Sister/s0014_f_w000032/landmarks.npy,landmarks/s0014/Sister/s0014_f_w000032/landmarks_177.npy,210,177
