id,video_path,video_dir,video_name,class,label,split,signer,view
28961,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000056.mp4,data/s0006/front/s0006_f_w000056.mp4,s0006_f_w000056.mp4,Help [VEB],19,test,s0006,front
41775,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000056.mp4,data/s0010/front/s0010_f_w000056.mp4,s0010_f_w000056.mp4,Help [VEB],19,test,s0010,front
17813,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000056.mp4,data/s0014/front/s0014_f_w000056.mp4,s0014_f_w000056.mp4,Help [VEB],19,test,s0014,front
2992,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000056.mp4,data/s0016/front/s0016_f_w000056.mp4,s0016_f_w000056.mp4,Help [VEB],19,test,s0016,front
6313,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000056.mp4,data/s0017/front/s0017_f_w000056.mp4,s0017_f_w000056.mp4,Help [VEB],19,test,s0017,front
32515,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000056.mp4,data/s0019/front/s0019_f_w000056.mp4,s0019_f_w000056.mp4,Help [VEB],19,test,s0019,front
23583,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000056.mp4,data/s0020/front/s0020_f_w000056.mp4,s0020_f_w000056.mp4,Help [VEB],19,test,s0020,front
10133,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001638.mp4,data/s0004/front/s0004_f_w001638.mp4,s0004_f_w001638.mp4,Home/House,20,test,s0004,front
28194,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001638.mp4,data/s0006/front/s0006_f_w001638.mp4,s0006_f_w001638.mp4,Home/House,20,test,s0006,front
40253,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001638.mp4,data/s0010/front/s0010_f_w001638.mp4,s0010_f_w001638.mp4,Home/House,20,test,s0010,front
17328,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001638.mp4,data/s0014/front/s0014_f_w001638.mp4,s0014_f_w001638.mp4,Home/House,20,test,s0014,front
2893,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001638.mp4,data/s0016/front/s0016_f_w001638.mp4,s0016_f_w001638.mp4,Home/House,20,test,s0016,front
6891,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001638.mp4,data/s0017/front/s0017_f_w001638.mp4,s0017_f_w001638.mp4,Home/House,20,test,s0017,front
32854,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001638.mp4,data/s0019/front/s0019_f_w001638.mp4,s0019_f_w001638.mp4,Home/House,20,test,s0019,front
21911,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001638.mp4,data/s0020/front/s0020_f_w001638.mp4,s0020_f_w001638.mp4,Home/House,20,test,s0020,front
11250,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000668.mp4,data/s0004/front/s0004_f_w000668.mp4,s0004_f_w000668.mp4,Hospital,21,test,s0004,front
28708,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000668.mp4,data/s0006/front/s0006_f_w000668.mp4,s0006_f_w000668.mp4,Hospital,21,test,s0006,front
40290,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000668.mp4,data/s0010/front/s0010_f_w000668.mp4,s0010_f_w000668.mp4,Hospital,21,test,s0010,front
15931,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000668.mp4,data/s0014/front/s0014_f_w000668.mp4,s0014_f_w000668.mp4,Hospital,21,test,s0014,front
3355,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000668.mp4,data/s0016/front/s0016_f_w000668.mp4,s0016_f_w000668.mp4,Hospital,21,test,s0016,front
7517,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000668.mp4,data/s0017/front/s0017_f_w000668.mp4,s0017_f_w000668.mp4,Hospital,21,test,s0017,front
33666,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000668.mp4,data/s0019/front/s0019_f_w000668.mp4,s0019_f_w000668.mp4,Hospital,21,test,s0019,front
23709,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000668.mp4,data/s0020/front/s0020_f_w000668.mp4,s0020_f_w000668.mp4,Hospital,21,test,s0020,front
11121,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001036.mp4,data/s0004/front/s0004_f_w001036.mp4,s0004_f_w001036.mp4,How,22,test,s0004,front
28134,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001036.mp4,data/s0006/front/s0006_f_w001036.mp4,s0006_f_w001036.mp4,How,22,test,s0006,front
41461,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001036.mp4,data/s0010/front/s0010_f_w001036.mp4,s0010_f_w001036.mp4,How,22,test,s0010,front
16382,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001036.mp4,data/s0014/front/s0014_f_w001036.mp4,s0014_f_w001036.mp4,How,22,test,s0014,front
2745,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001036.mp4,data/s0016/front/s0016_f_w001036.mp4,s0016_f_w001036.mp4,How,22,test,s0016,front
6812,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001036.mp4,data/s0017/front/s0017_f_w001036.mp4,s0017_f_w001036.mp4,How,22,test,s0017,front
32273,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001036.mp4,data/s0019/front/s0019_f_w001036.mp4,s0019_f_w001036.mp4,How,22,test,s0019,front
23060,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001036.mp4,data/s0020/front/s0020_f_w001036.mp4,s0020_f_w001036.mp4,How,22,test,s0020,front
10870,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001643.mp4,data/s0004/front/s0004_f_w001643.mp4,s0004_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0004,front
28317,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001643.mp4,data/s0006/front/s0006_f_w001643.mp4,s0006_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0006,front
40805,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001643.mp4,data/s0010/front/s0010_f_w001643.mp4,s0010_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0010,front
16660,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001643.mp4,data/s0014/front/s0014_f_w001643.mp4,s0014_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0014,front
3499,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001643.mp4,data/s0016/front/s0016_f_w001643.mp4,s0016_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0016,front
6719,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001643.mp4,data/s0017/front/s0017_f_w001643.mp4,s0017_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0017,front
32841,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001643.mp4,data/s0019/front/s0019_f_w001643.mp4,s0019_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0019,front
22557,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001643.mp4,data/s0020/front/s0020_f_w001643.mp4,s0020_f_w001643.mp4,Left (Side)/Left (Hand),23,test,s0020,front
10072,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000392.mp4,data/s0004/front/s0004_f_w000392.mp4,s0004_f_w000392.mp4,Money,24,test,s0004,front
29336,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000392.mp4,data/s0006/front/s0006_f_w000392.mp4,s0006_f_w000392.mp4,Money,24,test,s0006,front
41313,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000392.mp4,data/s0010/front/s0010_f_w000392.mp4,s0010_f_w000392.mp4,Money,24,test,s0010,front
17354,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000392.mp4,data/s0014/front/s0014_f_w000392.mp4,s0014_f_w000392.mp4,Money,24,test,s0014,front
2241,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000392.mp4,data/s0016/front/s0016_f_w000392.mp4,s0016_f_w000392.mp4,Money,24,test,s0016,front
7217,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000392.mp4,data/s0017/front/s0017_f_w000392.mp4,s0017_f_w000392.mp4,Money,24,test,s0017,front
32727,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000392.mp4,data/s0019/front/s0019_f_w000392.mp4,s0019_f_w000392.mp4,Money,24,test,s0019,front
23028,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000392.mp4,data/s0020/front/s0020_f_w000392.mp4,s0020_f_w000392.mp4,Money,24,test,s0020,front
10393,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000362.mp4,data/s0004/front/s0004_f_w000362.mp4,s0004_f_w000362.mp4,Morning,25,test,s0004,front
28628,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000362.mp4,data/s0006/front/s0006_f_w000362.mp4,s0006_f_w000362.mp4,Morning,25,test,s0006,front
41572,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000362.mp4,data/s0010/front/s0010_f_w000362.mp4,s0010_f_w000362.mp4,Morning,25,test,s0010,front
15937,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000362.mp4,data/s0014/front/s0014_f_w000362.mp4,s0014_f_w000362.mp4,Morning,25,test,s0014,front
3148,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000362.mp4,data/s0016/front/s0016_f_w000362.mp4,s0016_f_w000362.mp4,Morning,25,test,s0016,front
7100,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000362.mp4,data/s0017/front/s0017_f_w000362.mp4,s0017_f_w000362.mp4,Morning,25,test,s0017,front
32356,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000362.mp4,data/s0019/front/s0019_f_w000362.mp4,s0019_f_w000362.mp4,Morning,25,test,s0019,front
22651,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000362.mp4,data/s0020/front/s0020_f_w000362.mp4,s0020_f_w000362.mp4,Morning,25,test,s0020,front
10145,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000023.mp4,data/s0004/front/s0004_f_w000023.mp4,s0004_f_w000023.mp4,Mother,26,test,s0004,front
29082,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000023.mp4,data/s0006/front/s0006_f_w000023.mp4,s0006_f_w000023.mp4,Mother,26,test,s0006,front
41172,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000023.mp4,data/s0010/front/s0010_f_w000023.mp4,s0010_f_w000023.mp4,Mother,26,test,s0010,front
17834,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000023.mp4,data/s0014/front/s0014_f_w000023.mp4,s0014_f_w000023.mp4,Mother,26,test,s0014,front
2222,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000023.mp4,data/s0016/front/s0016_f_w000023.mp4,s0016_f_w000023.mp4,Mother,26,test,s0016,front
7216,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000023.mp4,data/s0017/front/s0017_f_w000023.mp4,s0017_f_w000023.mp4,Mother,26,test,s0017,front
33699,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000023.mp4,data/s0019/front/s0019_f_w000023.mp4,s0019_f_w000023.mp4,Mother,26,test,s0019,front
22355,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000023.mp4,data/s0020/front/s0020_f_w000023.mp4,s0020_f_w000023.mp4,Mother,26,test,s0020,front
11195,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001025.mp4,data/s0004/front/s0004_f_w001025.mp4,s0004_f_w001025.mp4,Near,27,test,s0004,front
29650,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001025.mp4,data/s0006/front/s0006_f_w001025.mp4,s0006_f_w001025.mp4,Near,27,test,s0006,front
40210,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001025.mp4,data/s0010/front/s0010_f_w001025.mp4,s0010_f_w001025.mp4,Near,27,test,s0010,front
17500,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001025.mp4,data/s0014/front/s0014_f_w001025.mp4,s0014_f_w001025.mp4,Near,27,test,s0014,front
3195,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001025.mp4,data/s0016/front/s0016_f_w001025.mp4,s0016_f_w001025.mp4,Near,27,test,s0016,front
6310,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001025.mp4,data/s0017/front/s0017_f_w001025.mp4,s0017_f_w001025.mp4,Near,27,test,s0017,front
32218,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001025.mp4,data/s0019/front/s0019_f_w001025.mp4,s0019_f_w001025.mp4,Near,27,test,s0019,front
23080,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001025.mp4,data/s0020/front/s0020_f_w001025.mp4,s0020_f_w001025.mp4,Near,27,test,s0020,front
11475,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000365.mp4,data/s0004/front/s0004_f_w000365.mp4,s0004_f_w000365.mp4,Night,28,test,s0004,front
28046,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000365.mp4,data/s0006/front/s0006_f_w000365.mp4,s0006_f_w000365.mp4,Night,28,test,s0006,front
40881,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000365.mp4,data/s0010/front/s0010_f_w000365.mp4,s0010_f_w000365.mp4,Night,28,test,s0010,front
17842,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000365.mp4,data/s0014/front/s0014_f_w000365.mp4,s0014_f_w000365.mp4,Night,28,test,s0014,front
2182,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000365.mp4,data/s0016/front/s0016_f_w000365.mp4,s0016_f_w000365.mp4,Night,28,test,s0016,front
6826,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000365.mp4,data/s0017/front/s0017_f_w000365.mp4,s0017_f_w000365.mp4,Night,28,test,s0017,front
32398,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000365.mp4,data/s0019/front/s0019_f_w000365.mp4,s0019_f_w000365.mp4,Night,28,test,s0019,front
22071,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000365.mp4,data/s0020/front/s0020_f_w000365.mp4,s0020_f_w000365.mp4,Night,28,test,s0020,front
10971,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001577.mp4,data/s0004/front/s0004_f_w001577.mp4,s0004_f_w001577.mp4,No,29,test,s0004,front
28655,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001577.mp4,data/s0006/front/s0006_f_w001577.mp4,s0006_f_w001577.mp4,No,29,test,s0006,front
39982,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001577.mp4,data/s0010/front/s0010_f_w001577.mp4,s0010_f_w001577.mp4,No,29,test,s0010,front
16907,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001577.mp4,data/s0014/front/s0014_f_w001577.mp4,s0014_f_w001577.mp4,No,29,test,s0014,front
2750,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001577.mp4,data/s0016/front/s0016_f_w001577.mp4,s0016_f_w001577.mp4,No,29,test,s0016,front
6329,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001577.mp4,data/s0017/front/s0017_f_w001577.mp4,s0017_f_w001577.mp4,No,29,test,s0017,front
33073,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001577.mp4,data/s0019/front/s0019_f_w001577.mp4,s0019_f_w001577.mp4,No,29,test,s0019,front
22985,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001577.mp4,data/s0020/front/s0020_f_w001577.mp4,s0020_f_w001577.mp4,No,29,test,s0020,front
10510,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001796.mp4,data/s0004/front/s0004_f_w001796.mp4,s0004_f_w001796.mp4,Now,30,test,s0004,front
28780,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001796.mp4,data/s0006/front/s0006_f_w001796.mp4,s0006_f_w001796.mp4,Now,30,test,s0006,front
41091,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001796.mp4,data/s0010/front/s0010_f_w001796.mp4,s0010_f_w001796.mp4,Now,30,test,s0010,front
16773,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001796.mp4,data/s0014/front/s0014_f_w001796.mp4,s0014_f_w001796.mp4,Now,30,test,s0014,front
2296,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001796.mp4,data/s0016/front/s0016_f_w001796.mp4,s0016_f_w001796.mp4,Now,30,test,s0016,front
7367,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001796.mp4,data/s0017/front/s0017_f_w001796.mp4,s0017_f_w001796.mp4,Now,30,test,s0017,front
33682,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001796.mp4,data/s0019/front/s0019_f_w001796.mp4,s0019_f_w001796.mp4,Now,30,test,s0019,front
23849,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001796.mp4,data/s0020/front/s0020_f_w001796.mp4,s0020_f_w001796.mp4,Now,30,test,s0020,front
10641,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000672.mp4,data/s0004/front/s0004_f_w000672.mp4,s0004_f_w000672.mp4,Office,31,test,s0004,front
29424,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000672.mp4,data/s0006/front/s0006_f_w000672.mp4,s0006_f_w000672.mp4,Office,31,test,s0006,front
40547,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000672.mp4,data/s0010/front/s0010_f_w000672.mp4,s0010_f_w000672.mp4,Office,31,test,s0010,front
16760,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000672.mp4,data/s0014/front/s0014_f_w000672.mp4,s0014_f_w000672.mp4,Office,31,test,s0014,front
3376,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000672.mp4,data/s0016/front/s0016_f_w000672.mp4,s0016_f_w000672.mp4,Office,31,test,s0016,front
6752,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000672.mp4,data/s0017/front/s0017_f_w000672.mp4,s0017_f_w000672.mp4,Office,31,test,s0017,front
33886,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000672.mp4,data/s0019/front/s0019_f_w000672.mp4,s0019_f_w000672.mp4,Office,31,test,s0019,front
22464,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000672.mp4,data/s0020/front/s0020_f_w000672.mp4,s0020_f_w000672.mp4,Office,31,test,s0020,front
9984,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001486.mp4,data/s0004/front/s0004_f_w001486.mp4,s0004_f_w001486.mp4,Please,32,test,s0004,front
28603,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001486.mp4,data/s0006/front/s0006_f_w001486.mp4,s0006_f_w001486.mp4,Please,32,test,s0006,front
41887,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001486.mp4,data/s0010/front/s0010_f_w001486.mp4,s0010_f_w001486.mp4,Please,32,test,s0010,front
16077,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001486.mp4,data/s0014/front/s0014_f_w001486.mp4,s0014_f_w001486.mp4,Please,32,test,s0014,front
2857,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001486.mp4,data/s0016/front/s0016_f_w001486.mp4,s0016_f_w001486.mp4,Please,32,test,s0016,front
6728,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001486.mp4,data/s0017/front/s0017_f_w001486.mp4,s0017_f_w001486.mp4,Please,32,test,s0017,front
32629,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001486.mp4,data/s0019/front/s0019_f_w001486.mp4,s0019_f_w001486.mp4,Please,32,test,s0019,front
22405,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001486.mp4,data/s0020/front/s0020_f_w001486.mp4,s0020_f_w001486.mp4,Please,32,test,s0020,front
10436,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000070.mp4,data/s0004/front/s0004_f_w000070.mp4,s0004_f_w000070.mp4,Right,33,test,s0004,front
29245,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000070.mp4,data/s0006/front/s0006_f_w000070.mp4,s0006_f_w000070.mp4,Right,33,test,s0006,front
41276,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000070.mp4,data/s0010/front/s0010_f_w000070.mp4,s0010_f_w000070.mp4,Right,33,test,s0010,front
16495,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000070.mp4,data/s0014/front/s0014_f_w000070.mp4,s0014_f_w000070.mp4,Right,33,test,s0014,front
3871,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000070.mp4,data/s0016/front/s0016_f_w000070.mp4,s0016_f_w000070.mp4,Right,33,test,s0016,front
6445,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000070.mp4,data/s0017/front/s0017_f_w000070.mp4,s0017_f_w000070.mp4,Right,33,test,s0017,front
33191,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000070.mp4,data/s0019/front/s0019_f_w000070.mp4,s0019_f_w000070.mp4,Right,33,test,s0019,front
22189,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000070.mp4,data/s0020/front/s0020_f_w000070.mp4,s0020_f_w000070.mp4,Right,33,test,s0020,front
11557,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001415.mp4,data/s0004/front/s0004_f_w001415.mp4,s0004_f_w001415.mp4,Sad,34,test,s0004,front
28704,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001415.mp4,data/s0006/front/s0006_f_w001415.mp4,s0006_f_w001415.mp4,Sad,34,test,s0006,front
40470,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w001415.mp4,data/s0010/front/s0010_f_w001415.mp4,s0010_f_w001415.mp4,Sad,34,test,s0010,front
15893,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w001415.mp4,data/s0014/front/s0014_f_w001415.mp4,s0014_f_w001415.mp4,Sad,34,test,s0014,front
3562,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w001415.mp4,data/s0016/front/s0016_f_w001415.mp4,s0016_f_w001415.mp4,Sad,34,test,s0016,front
6985,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w001415.mp4,data/s0017/front/s0017_f_w001415.mp4,s0017_f_w001415.mp4,Sad,34,test,s0017,front
32527,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w001415.mp4,data/s0019/front/s0019_f_w001415.mp4,s0019_f_w001415.mp4,Sad,34,test,s0019,front
23248,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w001415.mp4,data/s0020/front/s0020_f_w001415.mp4,s0020_f_w001415.mp4,Sad,34,test,s0020,front
11472,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000421.mp4,data/s0004/front/s0004_f_w000421.mp4,s0004_f_w000421.mp4,School,35,test,s0004,front
28701,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000421.mp4,data/s0006/front/s0006_f_w000421.mp4,s0006_f_w000421.mp4,School,35,test,s0006,front
41311,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000421.mp4,data/s0010/front/s0010_f_w000421.mp4,s0010_f_w000421.mp4,School,35,test,s0010,front
17044,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000421.mp4,data/s0014/front/s0014_f_w000421.mp4,s0014_f_w000421.mp4,School,35,test,s0014,front
2404,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000421.mp4,data/s0016/front/s0016_f_w000421.mp4,s0016_f_w000421.mp4,School,35,test,s0016,front
7854,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000421.mp4,data/s0017/front/s0017_f_w000421.mp4,s0017_f_w000421.mp4,School,35,test,s0017,front
33885,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000421.mp4,data/s0019/front/s0019_f_w000421.mp4,s0019_f_w000421.mp4,School,35,test,s0019,front
22399,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000421.mp4,data/s0020/front/s0020_f_w000421.mp4,s0020_f_w000421.mp4,School,35,test,s0020,front
11403,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000677.mp4,data/s0004/front/s0004_f_w000677.mp4,s0004_f_w000677.mp4,Shop,36,test,s0004,front
28275,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000677.mp4,data/s0006/front/s0006_f_w000677.mp4,s0006_f_w000677.mp4,Shop,36,test,s0006,front
41646,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000677.mp4,data/s0010/front/s0010_f_w000677.mp4,s0010_f_w000677.mp4,Shop,36,test,s0010,front
17604,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000677.mp4,data/s0014/front/s0014_f_w000677.mp4,s0014_f_w000677.mp4,Shop,36,test,s0014,front
3855,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000677.mp4,data/s0016/front/s0016_f_w000677.mp4,s0016_f_w000677.mp4,Shop,36,test,s0016,front
7266,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000677.mp4,data/s0017/front/s0017_f_w000677.mp4,s0017_f_w000677.mp4,Shop,36,test,s0017,front
33297,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000677.mp4,data/s0019/front/s0019_f_w000677.mp4,s0019_f_w000677.mp4,Shop,36,test,s0019,front
22007,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000677.mp4,data/s0020/front/s0020_f_w000677.mp4,s0020_f_w000677.mp4,Shop,36,test,s0020,front
10433,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w000032.mp4,data/s0004/front/s0004_f_w000032.mp4,s0004_f_w000032.mp4,Sister,37,test,s0004,front
28522,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w000032.mp4,data/s0006/front/s0006_f_w000032.mp4,s0006_f_w000032.mp4,Sister,37,test,s0006,front
41081,/home/billu/FDMSE-ISL/data/s0010/front/s0010_f_w000032.mp4,data/s0010/front/s0010_f_w000032.mp4,s0010_f_w000032.mp4,Sister,37,test,s0010,front
16138,/home/billu/FDMSE-ISL/data/s0014/front/s0014_f_w000032.mp4,data/s0014/front/s0014_f_w000032.mp4,s0014_f_w000032.mp4,Sister,37,test,s0014,front
3700,/home/billu/FDMSE-ISL/data/s0016/front/s0016_f_w000032.mp4,data/s0016/front/s0016_f_w000032.mp4,s0016_f_w000032.mp4,Sister,37,test,s0016,front
6618,/home/billu/FDMSE-ISL/data/s0017/front/s0017_f_w000032.mp4,data/s0017/front/s0017_f_w000032.mp4,s0017_f_w000032.mp4,Sister,37,test,s0017,front
32545,/home/billu/FDMSE-ISL/data/s0019/front/s0019_f_w000032.mp4,data/s0019/front/s0019_f_w000032.mp4,s0019_f_w000032.mp4,Sister,37,test,s0019,front
23021,/home/billu/FDMSE-ISL/data/s0020/front/s0020_f_w000032.mp4,data/s0020/front/s0020_f_w000032.mp4,s0020_f_w000032.mp4,Sister,37,test,s0020,front
9943,/home/billu/FDMSE-ISL/data/s0004/front/s0004_f_w001465.mp4,data/s0004/front/s0004_f_w001465.mp4,s0004_f_w001465.mp4,Smart Phone,38,test,s0004,front
29833,/home/billu/FDMSE-ISL/data/s0006/front/s0006_f_w001465.mp4,data/s0006/front/s0006_f_w001465.mp4,s0006_f_w001465.mp4,Smart Phone,38,test,s0006,front
